	tetracycline_efflux_MFS_transporter_Tet(B)	tetracycline_repressor_protein_class_A(tetR)	tetracycline_efflux_MFS_transporter_Tet(G)	tetracycline_resistance_transcriptional_repressor_TetR(G)	tetracycline_efflux_MFS_transporter_Tet(D)	Group
SichuanCDC_SichuanCDC_SC2021NJS006	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS007	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS009	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS044	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS055	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS059	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS066	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS144	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS145	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS146	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS148	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS149	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS151	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS155	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS159	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS161	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS162	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS197	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS200	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS201	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS203	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS204	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS205	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS214	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS244	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS247	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS248	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS250	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS252	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS254	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS255	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS258	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS259	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS261	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS263	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS265	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS268	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS271	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS272	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS273	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS274	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS275	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS288	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS342	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS343	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS387	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS412	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS413	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS414	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS416	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS419	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS492	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS493	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS501	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS503	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS504	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS505	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS506	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS509	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS513	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS514	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS516	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS520	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021NJS521	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021PZH062	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021PZH076	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021SNS011	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021SNS025	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021SNS045	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021SNS046	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021SNS050	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021SNS057	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021SNS065	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021XDQ002	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021XDQ005	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021XDQ006	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021XDQ007	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021XDQ008	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021XDQ009	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021XDQ010	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021XDQ013	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021XDQ014	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021XDQ016	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021XDQ017	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021YAS008	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021YAS009	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021YAS022	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021YAS023	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021YAS025	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021YAS035	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021YAS036	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021YAS050	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021ZGS030	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021ZGS033	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021ZGS034	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021ZGS036	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021ZGS037	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021ZGS039	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021ZGS040	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021ZGS043	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021ZGS044	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021ZGS045	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021ZGS047	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021ZGS048	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021ZGS049	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021ZGS050	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021ZGS053	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021ZGS055	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021ZGS057	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022BZS002	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS001	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS004	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS005	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS007	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS008	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS015	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS016	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS017	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS020	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS021	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS022	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS025	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS027	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS029	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS030	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS041	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS042	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS045	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS049	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS054	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS056	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS057	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS058	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS061	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS063	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS064	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS065	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS068	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS069	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS071	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS074	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS075	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS076	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS077	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS079	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS081	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS084	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022CDS085	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022DZS005	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022DZS006	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022DZS007	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022DZS013	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022DZS023	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022DZS024	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022DZS027	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022DZS030	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022DZS035	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022GYS014	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022GYS027	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022GYS028	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022GYS029	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022GYS031	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022GYS033	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022GYS041	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022GYS042	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022GYS051	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022GYS058	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022GYS060	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022GYS062	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022LZS280	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022LZS319	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022LZS345	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022LZS378	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022LZS494	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS001	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS008	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS012	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS022	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS032	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS033	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS049	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS052	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS054	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS057	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS059	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS064	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS066	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS079	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS087	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS088	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS089	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS090	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS094	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS098	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS099	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS103	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS104	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS109	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS117	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS121	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS122	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS123	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS124	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS125	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS131	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS132	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS133	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS135	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS140	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS148	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS150	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS153	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS154	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS156	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS158	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS164	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS169	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS170	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS176	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS178	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS179	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS183	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS189	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS192	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS193	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS194	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS195	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022MYS196	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NCS076	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NCS078	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NCS080	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NCS081	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NCS083	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NCS084	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NCS086	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NCS087	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NCS091	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NCS095	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NCS104	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NCS105	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NCS123	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NCS125	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS004	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS034	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS035	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS051	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS052	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS053	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS054	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS055	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS057	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS058	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS071	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS074	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS075	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS079	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS080	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS081	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS083	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS084	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS085	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS088	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS091	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS092	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS116	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS121	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS122	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS128	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS129	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS130	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS133	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS134	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022NJS142	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022PZH006	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022PZH007	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022PZH023	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022PZH046	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022PZH054	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022PZH055	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022PZH056	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022PZH062	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022PZH063	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022PZH064	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022PZH067	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022PZH069	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022SNS001	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022SNS014	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022SNS017	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2022SNS018	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022SNS073	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022XDQ007	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022XDQ008	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022XDQ009	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022XDQ011	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022XDQ014	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022XDQ015	1	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2022XDQ016	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2022XDQ017	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2018BZ083	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SM2018LZ033	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2018NJ003	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2018NJ004	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2018XD005	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SM2018XD008	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2018YB005	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SM2018YB006	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SM2018YB054	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2018YB072	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2018ZY016	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2018ZY017	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SM2018ZY018	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SM2018ZY021	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SM2018ZY022	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SM2018ZY023-1	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2018ZY024	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2018ZY057	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2018ZY058-1	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2018ZY058-2	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SM2018ZY061	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2018ZY065	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2018ZY069	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SM2018ZY074	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SM2019NJ001	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SM2019XD004	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SM2019XD005	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2019XD007	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2019XD008	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2019XD009	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2019XD010	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2019XD011	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2019XD012	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2019XD013	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2019XD014	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2019XD015	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2019XD016	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2019XD018	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2019ZY111	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2019yb092	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SM2020CD304	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020CD359	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020CD363	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SM2020DY025	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020DY028	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020DY081	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020DY087	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020DY110	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020DY116	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020DY120	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020LZ007	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SM2020MY015	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020MY018	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020MY143	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020MY145	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020MY187	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020MY201	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020MY203	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020NC004	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020NC066	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SM2020NC103	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020NC107	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020NC117	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020NC120	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020NC121	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020NC131	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020NC132	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020YB061	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020YB062	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020YB066	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020YB070	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020YB073	0	0	1	1	0	R
SichuanCDC_SichuanCDC_SM2020YB076	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020YB078	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020YB128	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020YB130	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SM2020ZY022	0	0	1	1	0	R
