	extended-spectrum_class_A_beta-lactamase_CTX-M-55	extended-spectrum_class_A_beta-lactamase_CTX-M-65	extended-spectrum_class_A_beta-lactamase_CTX-M-14	quinolone_resistance_pentapeptide_repeat_protein_QnrB22	class_C_beta-lactamase_CMY-2	macrolide_resistance_MFS_transporter_Mrx(A)	extended-spectrum_class_A_beta-lactamase_CTX-M-123	MBL_fold_metallo-hydrolase(WP_001522969.1)	extended-spectrum_class_A_beta-lactamase_CTX-M-64	sulfonamide-resistant_dihydropteroate_synthase_Sul1	Group
hn19S124	0	0	0	0	0	0	0	0	0	0	S
hn19S125	0	0	0	0	0	0	0	0	0	0	S
hn19S126	0	0	0	0	0	0	0	0	0	0	S
hn19S127	0	0	0	0	0	0	0	0	0	0	S
hn19S128	0	0	0	0	0	0	0	1	0	0	S
hn19S129	0	0	0	0	0	0	0	0	0	0	S
hn19S13	0	0	0	0	0	0	0	1	0	0	S
hn19S131	0	0	0	0	0	0	0	0	0	0	S
hn19S132	0	0	0	0	0	0	0	0	0	1	S
hn19S133	0	0	0	0	0	0	0	0	0	0	S
hn19S134	0	0	0	0	0	0	0	0	0	0	S
hn19S135	0	0	0	0	0	0	0	0	0	0	S
hn19S137	0	0	0	0	0	0	0	0	0	0	S
hn19S138	0	0	0	0	0	0	0	0	0	0	S
hn19S144	0	0	0	0	0	0	0	0	0	1	S
hn19S145	0	0	0	0	0	0	0	0	0	1	S
hn19S147	0	0	0	0	0	0	0	0	0	0	S
hn19S151	0	0	0	0	0	0	0	0	0	0	S
hn19S152	0	0	0	0	0	0	0	0	0	0	S
hn19S153	0	0	0	0	0	0	0	0	0	0	S
hn19S154	0	0	0	0	0	0	0	0	0	0	S
hn19S155	0	0	0	0	0	0	0	0	0	0	S
hn19S156	0	0	0	0	0	0	0	0	0	0	S
hn19S157	0	0	0	0	0	0	0	0	0	0	S
hn19S158	0	0	0	0	0	0	0	0	0	1	S
hn19S166	0	0	0	0	0	0	0	0	0	0	S
hn19S167	0	0	0	0	0	0	0	0	0	1	S
hn19S168	0	0	0	0	0	0	0	0	0	0	S
hn19S169	0	0	0	0	0	0	0	0	0	0	S
hn19S17	0	0	0	0	0	0	0	0	0	0	S
hn19S171	0	0	0	0	0	0	0	0	0	0	S
hn19S172	0	0	0	0	0	0	0	0	0	0	S
hn19S173	0	0	0	0	0	0	0	0	0	0	S
hn19S175	0	0	0	0	0	0	0	0	0	0	S
hn19S176	0	0	0	0	0	0	0	0	0	0	S
hn19S177	0	0	0	0	0	0	0	0	0	0	S
hn19S178	0	0	0	0	0	0	0	0	0	0	S
hn19S179	0	0	0	0	0	0	0	0	0	0	S
hn19S180	0	0	0	0	0	0	0	0	0	0	S
hn19S182	0	0	0	0	0	0	0	0	0	0	S
hn19S183	0	0	0	0	0	0	0	0	0	0	S
hn19S184	0	0	0	0	0	0	0	0	0	0	S
hn19S186	0	0	0	0	0	0	0	0	0	0	S
hn19S187	0	0	0	0	0	0	0	0	0	0	S
hn19S188	0	0	0	0	0	1	0	1	0	1	S
hn19S189	0	0	0	0	0	0	0	0	0	0	S
hn19S19	0	0	0	0	0	0	0	0	0	0	S
hn19S190	0	0	0	0	0	0	0	0	0	0	S
hn19S191	0	0	0	0	0	0	0	1	0	0	S
hn19S195	0	0	0	0	0	0	0	0	0	0	S
hn19S196	0	0	0	0	0	0	0	0	0	0	S
hn19S197	0	0	0	0	0	0	0	0	0	0	S
hn19S198	0	0	0	0	0	0	0	0	0	1	S
hn19S2	0	0	0	0	0	0	0	0	0	0	S
hn19S20	0	0	0	0	0	0	0	0	0	0	S
hn19S200	0	0	0	0	0	0	0	0	0	0	S
hn19S201	0	0	0	0	0	0	0	0	0	0	S
hn19S203	0	0	0	0	0	0	0	0	0	0	S
hn19S204	0	0	0	0	0	0	0	0	0	0	S
hn19S205	0	0	0	0	0	0	0	0	0	0	S
hn19S206	0	0	0	0	0	0	0	0	0	0	S
hn19S207	0	0	0	0	0	0	0	0	0	0	S
hn19S208	0	0	0	0	0	0	0	0	0	0	S
hn19S209	0	0	0	0	0	0	0	0	0	0	S
hn19S21	0	0	0	0	0	0	0	0	0	0	S
hn19S211	0	0	0	0	0	0	0	0	0	0	S
hn19S212	0	0	0	0	0	0	0	0	0	0	S
hn19S213	0	0	0	0	0	0	0	0	0	0	S
hn19S214	0	0	0	0	0	0	0	0	0	0	S
hn19S215	0	0	0	0	0	0	0	0	0	0	S
hn19S216	0	0	0	0	0	0	0	0	0	0	S
hn19S217	0	0	0	0	0	0	0	0	0	0	S
hn19S218	0	0	0	0	0	0	0	0	0	0	S
hn19S219	0	0	0	0	0	0	0	0	0	0	S
hn19S22	0	0	0	0	0	0	0	0	0	1	S
hn19S220	0	0	0	0	0	0	0	0	0	0	S
hn19S221	0	0	0	0	0	0	0	0	0	0	S
hn19S222	0	0	0	0	0	0	0	0	0	0	S
hn19S223	0	0	0	0	0	0	0	0	0	0	S
hn19S224	0	0	0	0	0	0	0	0	0	0	S
hn19S225	0	0	0	0	0	0	0	0	0	0	S
hn19S226	0	0	0	0	0	0	0	0	0	0	S
hn19S227	0	0	0	0	0	0	0	0	0	0	S
hn19S229	0	0	0	0	0	0	0	0	0	0	S
hn19S23	0	0	0	0	0	0	0	0	0	0	S
hn19S24	0	0	0	0	0	0	0	0	0	0	S
hn19S25	0	0	0	0	0	0	0	0	0	0	S
hn19S26	0	0	0	0	0	0	0	0	0	0	S
hn19S28	0	0	0	0	0	0	0	0	0	0	S
hn19S31	0	0	0	0	0	0	0	0	0	0	S
hn19S33	0	0	0	0	0	0	0	0	0	0	S
hn19S4	0	0	0	0	0	0	0	0	0	0	S
hn19S40	0	0	0	0	0	0	0	0	0	0	S
hn19S42	0	0	0	0	0	0	0	0	0	0	S
hn19S44	0	0	0	0	0	0	0	0	0	0	S
hn19S45	0	0	0	0	0	1	0	1	0	1	S
hn19S48	0	0	0	0	0	0	0	0	0	1	S
hn19S49	0	0	0	0	0	0	0	0	0	0	S
hn19S50	0	0	0	0	0	0	0	0	0	0	S
hn19S51	0	0	0	0	0	0	0	0	0	1	S
hn19S53	0	0	0	0	0	0	0	0	0	0	S
hn19S55	0	0	0	0	0	0	0	0	0	0	S
hn19S58	0	0	0	0	0	0	0	0	0	0	S
hn19S59	0	0	0	0	0	0	0	0	0	0	S
hn19S6	0	0	0	0	0	0	0	0	0	0	S
hn19S60	0	0	0	0	0	0	0	0	0	0	S
hn19S61	0	0	0	0	0	0	0	0	0	0	S
hn19S62	0	0	0	0	0	0	0	0	0	0	S
hn19S64	0	0	0	0	0	0	0	0	0	0	S
hn19S65	0	0	0	0	0	0	0	0	0	0	S
hn19S67	0	0	0	0	0	0	0	0	0	1	S
hn19S68	0	0	0	0	0	0	0	0	0	0	S
hn19S69	0	0	0	0	0	0	0	0	0	0	S
hn19S7	0	0	0	0	0	0	0	0	0	0	S
hn19S71	0	0	0	0	0	0	0	0	0	0	S
hn19S73	0	0	0	0	0	0	0	0	0	0	S
hn19S74	0	0	0	0	0	0	0	0	0	0	S
hn19S75	0	0	0	0	0	0	0	0	0	0	S
hn19S76	0	0	0	0	0	1	0	1	0	1	S
hn19S77	0	0	0	0	0	0	0	0	0	1	S
hn19S78	0	0	0	0	0	0	0	0	0	0	S
hn19S8	0	0	0	0	0	0	0	0	0	0	S
hn19S80	0	0	0	0	0	0	0	0	0	0	S
hn19S81	0	0	0	0	0	0	0	0	0	0	S
hn19S83	0	0	0	0	0	0	0	0	0	1	S
hn19S85	0	0	0	0	0	0	0	0	0	0	S
hn19S87	0	0	0	0	0	0	0	0	0	0	S
hn19S88	0	0	0	0	0	0	0	0	0	0	S
hn19S89	0	0	0	0	0	1	0	0	0	1	S
hn19S90	0	0	0	0	0	0	0	0	0	0	S
hn19S92	0	0	0	0	0	0	0	0	0	0	S
hn19S95	0	0	0	0	0	0	0	0	0	0	S
hn19S97	0	0	0	0	0	0	0	0	0	0	S
hn19S98	0	0	0	0	0	0	0	0	0	0	S
hn21S1	0	0	0	0	0	0	0	0	0	0	S
hn21S10	0	0	0	0	0	0	0	0	0	0	S
hn21S101	0	0	0	0	0	1	0	1	0	1	S
hn21S102	0	0	0	0	0	0	0	0	0	1	S
hn21S106	0	0	0	0	0	1	0	0	0	1	S
hn21S107	0	0	0	0	0	0	0	0	0	1	S
hn21S108	0	0	0	0	0	0	0	0	0	0	S
hn21S109	0	0	0	0	0	0	0	0	0	0	S
hn21S11	0	0	0	0	0	0	0	0	0	0	S
hn21S110	0	0	0	0	0	0	0	0	0	0	S
hn21S111	0	0	0	0	0	1	0	1	0	1	S
hn21S112	0	0	0	0	0	0	0	0	0	0	S
hn21S113	0	0	0	0	0	0	0	0	0	1	S
hn21S114	0	0	0	0	0	0	0	0	0	0	S
hn21S116	0	0	0	0	0	0	0	0	0	0	S
hn21S117	0	0	0	0	0	0	0	0	0	0	S
hn21S118	0	0	0	0	0	0	0	0	0	0	S
hn21S123	0	0	0	0	0	0	0	0	0	0	S
hn21S124	0	0	0	0	0	0	0	0	0	0	S
hn21S126	0	0	0	0	0	0	0	0	0	0	S
hn21S128	0	0	0	0	0	0	0	0	0	0	S
hn21S129	0	0	0	0	0	0	0	0	0	0	S
hn21S13	0	0	0	0	0	0	0	0	0	1	S
hn21S131	0	0	0	0	0	0	0	0	0	0	S
hn21S136	0	0	0	0	0	0	0	0	0	0	S
hn21S138	0	0	0	0	0	0	0	0	0	0	S
hn21S139	0	0	0	0	0	0	0	0	0	0	S
hn21S142	0	0	0	0	0	0	0	0	0	1	S
hn21S144	0	0	0	0	0	0	0	0	0	0	S
hn21S145	0	0	0	0	0	0	0	0	0	0	S
hn21S147	0	0	0	0	0	0	0	0	0	0	S
hn21S148	0	0	0	0	0	0	0	0	0	1	S
hn21S150	0	0	0	0	0	0	0	0	0	0	S
hn21S151	0	0	0	0	0	0	0	0	0	0	S
hn21S153	0	0	0	0	0	0	0	0	0	0	S
hn21S156	0	0	0	0	0	0	0	0	0	0	S
hn21S157	0	0	0	0	0	0	0	0	0	0	S
hn21S158	0	0	0	0	0	0	0	0	0	0	S
hn21S161	0	0	0	0	0	0	0	0	0	1	S
hn21S162	0	0	0	0	0	0	0	0	0	0	S
hn21S163	0	0	0	0	0	0	0	0	0	0	S
hn21S164	0	0	0	0	0	0	0	0	0	0	S
hn21S165	0	0	0	0	0	0	0	0	0	0	S
hn21S166	0	0	0	0	0	0	0	0	0	0	S
hn21S168	0	0	0	0	0	1	0	0	0	1	S
hn21S169	0	0	0	0	0	0	0	0	0	0	S
hn21S171	0	0	0	0	0	0	0	0	0	0	S
hn21S174	0	0	0	0	0	0	0	0	0	0	S
hn21S175	0	0	0	0	0	0	0	0	0	0	S
hn21S176	0	0	0	0	0	0	0	0	0	1	S
hn21S177	0	0	0	0	0	1	0	1	0	1	S
hn21S178	0	0	0	0	0	0	0	0	0	0	S
hn21S18	0	0	0	0	0	0	0	0	0	0	S
hn21S181	0	0	0	0	0	0	0	0	0	0	S
hn21S182	0	0	0	0	0	0	0	0	0	0	S
hn21S183	0	0	0	0	0	0	0	0	0	0	S
hn21S184	0	0	0	0	0	0	0	0	0	0	S
hn21S186	0	0	0	0	0	0	0	0	0	0	S
hn21S187	0	0	0	0	0	1	0	1	0	1	S
hn21S188	0	0	0	0	0	0	0	0	0	0	S
hn21S19	0	0	0	0	0	0	0	0	0	0	S
hn21S191	0	0	0	0	0	1	0	1	0	1	S
hn21S192	0	0	0	0	0	1	0	1	0	1	S
hn21S195	0	0	0	0	0	0	0	0	0	0	S
hn21S196	0	0	0	0	0	0	0	0	0	0	S
hn21S197	0	0	0	0	0	0	0	0	0	0	S
hn21S198	0	0	0	0	0	0	0	0	0	0	S
hn21S199	0	0	0	0	0	0	0	0	0	0	S
hn21S2	0	0	0	0	0	1	0	0	0	1	S
hn21S20	0	0	0	0	0	0	0	0	0	0	S
hn21S202	0	0	0	0	0	0	0	0	0	1	S
hn21S203	0	0	0	0	0	0	0	0	0	0	S
hn21S204	0	0	0	0	0	0	0	0	0	0	S
hn21S205	0	0	0	0	0	0	0	0	0	1	S
hn21S209	0	0	0	0	0	1	0	1	0	1	S
hn21S210	0	0	0	0	0	0	0	1	0	0	S
hn21S212	0	0	0	0	0	0	0	0	0	0	S
hn21S214	0	0	0	0	0	0	0	0	0	0	S
hn21S215	0	0	0	0	0	0	0	0	0	0	S
hn21S22	0	0	0	0	0	0	0	0	0	1	S
hn21S224	0	0	0	0	0	0	0	0	0	0	S
hn21S226	0	0	0	0	0	0	0	0	0	0	S
hn21S227	0	0	0	0	0	0	0	0	0	0	S
hn21S229	0	0	0	0	0	0	0	0	0	0	S
hn21S23	0	0	0	0	0	0	0	0	0	0	S
hn21S230	0	0	0	0	0	0	0	0	0	0	S
hn21S232	0	0	0	0	0	0	0	0	0	0	S
hn21S233	0	0	0	0	0	0	0	0	0	0	S
hn21S235	0	0	0	0	0	0	0	0	0	0	S
hn21S236	0	0	0	0	0	0	0	0	0	0	S
hn21S237	0	0	0	0	0	1	0	1	0	1	S
hn21S238	0	0	0	0	0	0	0	0	0	0	S
hn21S240	0	0	0	0	0	0	0	0	0	0	S
hn21S242	0	0	0	0	0	0	0	0	0	0	S
hn21S243	0	0	0	0	0	0	0	0	0	0	S
hn21S244	0	0	0	0	0	0	0	0	0	0	S
hn21S245	0	0	0	0	0	0	0	0	0	0	S
hn21S246	0	0	0	0	0	0	0	0	0	0	S
hn21S247	0	0	0	0	0	0	0	0	0	0	S
hn21S249	0	0	0	0	0	0	0	0	0	0	S
hn21S250	0	0	0	0	0	0	0	0	0	0	S
hn21S252	0	0	0	0	0	0	0	0	0	0	S
hn21S253	0	0	0	0	0	0	0	0	0	0	S
hn21S255	0	0	0	0	0	0	0	0	0	1	S
hn21S257	0	0	0	0	0	0	0	0	0	0	S
hn21S258	0	0	0	0	0	0	0	0	0	0	S
hn21S26	0	0	0	0	0	0	0	0	0	0	S
hn21S260	0	0	0	0	0	0	0	0	0	0	S
hn21S262	0	0	0	0	0	0	0	0	0	0	S
hn21S263	0	0	0	0	0	0	0	0	0	0	S
hn21S264	0	0	0	0	0	0	0	0	0	0	S
hn21S265	0	0	0	0	0	0	0	0	0	0	S
hn21S266	0	0	0	0	0	0	0	0	0	1	S
hn21S27	0	0	0	0	0	0	0	0	0	0	S
hn21S270	0	0	0	0	0	0	0	0	0	0	S
hn21S271	0	0	0	0	0	0	0	0	0	0	S
hn21S272	0	0	0	0	0	0	0	0	0	0	S
hn21S281	0	0	0	0	0	0	0	0	0	0	S
hn21S282	0	0	0	0	0	0	0	0	0	0	S
hn21S284	0	0	0	0	0	0	0	0	0	1	S
hn21S285	0	0	0	0	0	0	0	0	0	0	S
hn21S287	0	0	0	0	0	0	0	0	0	0	S
hn21S288	0	0	0	0	0	0	0	0	0	0	S
hn21S289	0	0	0	0	0	0	0	0	0	0	S
hn21S29	0	0	0	0	0	0	0	0	0	0	S
hn21S290	0	0	0	0	0	0	0	0	0	0	S
hn21S291	0	0	0	0	0	0	0	0	0	0	S
hn21S294	0	0	0	0	0	0	0	0	0	0	S
hn21S295	0	0	0	0	0	0	0	0	0	0	S
hn21S296	0	0	0	0	0	0	0	0	0	0	S
hn21S298	0	0	0	0	0	0	0	0	0	0	S
hn21S299	0	0	0	0	0	0	0	0	0	0	S
hn21S3	0	0	0	0	0	1	0	0	0	1	S
hn21S30	0	0	0	0	0	0	0	0	0	0	S
hn21S300	0	0	0	0	0	0	0	0	0	0	S
hn21S301	0	0	0	0	0	0	0	0	0	0	S
hn21S302	0	0	0	0	0	0	0	1	0	0	S
hn21S303	0	0	0	0	0	0	0	0	0	1	S
hn21S304	0	0	0	0	0	0	0	0	0	0	S
hn21S305	0	0	0	0	0	0	0	0	0	0	S
hn21S307	0	0	0	0	0	0	0	0	0	0	S
hn21S309	0	0	0	0	0	0	0	0	0	0	S
hn21S311	0	0	0	0	0	0	0	0	0	0	S
hn21S313	0	0	0	0	0	0	0	0	0	1	S
hn21S32	0	0	0	0	0	0	0	0	0	0	S
hn21S33	0	0	0	0	0	0	0	0	0	0	S
hn21S36	0	0	0	0	0	0	0	0	0	0	S
hn21S38	0	0	0	0	0	0	0	0	0	0	S
hn21S39	0	0	0	0	0	0	0	0	0	0	S
hn21S4	0	0	0	0	0	0	0	0	0	0	S
hn21S40	0	0	0	0	0	0	0	1	0	0	S
hn21S42	0	0	0	0	0	0	0	0	0	0	S
hn21S43	0	0	0	0	0	0	0	1	0	0	S
hn21S44	0	0	0	0	0	0	0	0	0	0	S
hn21S45	0	0	0	0	0	0	0	0	0	1	S
hn21S47	0	0	0	0	0	0	0	0	0	0	S
hn21S5	0	0	0	0	0	1	0	1	0	1	S
hn21S51	0	0	0	0	0	0	0	0	0	0	S
hn21S52	0	0	0	0	0	1	0	1	0	1	S
hn21S55	0	0	0	0	0	0	0	0	0	0	S
hn21S56	0	0	0	0	0	0	0	0	0	0	S
hn21S58	0	0	0	0	0	0	0	0	0	0	S
hn21S59	0	0	0	0	0	0	0	0	0	1	S
hn21S6	0	0	0	0	0	0	0	0	0	0	S
hn21S60	0	0	0	0	0	0	0	0	0	0	S
hn21S61	0	0	0	0	0	0	0	0	0	0	S
hn21S62	0	0	0	0	0	0	0	0	0	0	S
hn21S64	0	0	0	0	0	0	0	0	0	0	S
hn21S65	0	0	0	0	0	0	0	0	0	1	S
hn21S66	0	0	0	0	0	0	0	0	0	1	S
hn21S68	0	0	0	0	0	0	0	0	0	0	S
hn21S69	0	0	0	0	0	0	0	0	0	0	S
hn21S7	0	0	0	0	0	0	0	0	0	1	S
hn21S70	0	0	0	0	0	0	0	0	0	0	S
hn21S73	0	0	0	0	0	0	0	0	0	0	S
hn21S76	0	0	0	0	0	0	0	0	0	0	S
hn21S79	0	0	0	0	0	0	0	0	0	0	S
hn21S80	0	0	0	0	0	0	0	0	0	1	S
hn21S81	0	0	0	0	0	0	0	0	0	0	S
hn21S82	0	0	0	0	0	0	0	0	0	0	S
hn21S84	0	0	0	0	0	0	0	0	0	0	S
hn21S87	0	0	0	0	0	0	0	0	0	0	S
hn21S88	0	0	0	0	0	0	0	0	0	0	S
hn21S90	0	0	0	0	0	0	0	0	0	0	S
hn21S91	0	0	0	0	0	0	0	0	0	0	S
hn21S92	0	0	0	0	0	0	0	0	0	0	S
hn21S93	0	0	0	0	0	0	0	0	0	0	S
hn21S94	0	0	0	0	0	0	0	0	0	0	S
hn21S95	0	0	0	0	0	0	0	0	0	0	S
hn21S96	0	0	0	0	0	0	0	0	0	0	S
hn21S97	0	0	0	0	0	0	0	0	0	0	S
hn21S98	0	0	0	0	0	0	0	0	0	0	S
hn21S99	0	0	0	0	0	0	0	0	0	0	S
hnS100	0	0	0	0	0	0	0	0	0	0	S
hnS102	0	0	1	0	0	0	0	0	0	1	S
hnS105	0	0	1	0	0	0	0	0	0	1	S
hnS106	0	0	0	0	0	0	0	0	0	0	S
hnS107	0	0	1	0	0	0	0	0	0	0	S
hnS108	0	0	0	0	0	0	0	0	0	0	S
hnS113	0	0	0	0	0	0	0	0	0	1	S
hnS114	0	0	0	0	0	0	0	0	0	1	S
hnS118	0	0	0	0	0	0	0	0	0	0	S
hnS119	0	0	0	0	0	0	0	0	0	1	S
hnS121	0	0	0	0	0	0	0	0	0	0	S
hnS122	0	0	0	0	0	1	0	0	0	1	S
hnS124	0	0	0	0	0	0	0	0	0	0	S
hnS125	0	0	0	0	0	0	0	0	0	0	S
hnS127	0	0	0	0	0	0	0	0	0	0	S
hnS130	0	0	0	0	0	0	0	0	0	0	S
hnS132	0	0	0	0	0	0	0	0	0	0	S
hnS135	0	0	0	0	0	0	0	0	0	0	S
hnS137	0	0	0	0	0	0	0	0	0	0	S
hnS14	0	0	0	0	0	0	0	0	0	0	S
hnS140	0	0	0	0	0	0	0	0	0	0	S
hnS141	0	0	0	0	0	0	0	0	0	1	S
hnS142	0	0	0	0	0	0	0	0	0	0	S
hnS143	0	0	0	0	0	0	0	0	0	0	S
hnS146	0	0	0	0	0	0	0	0	0	0	S
hnS147	0	0	0	0	0	0	0	0	0	1	S
hnS15	0	0	0	0	0	0	0	0	0	0	S
hnS150	0	0	0	0	0	0	0	0	0	1	S
hnS153	0	0	0	0	0	0	0	0	0	0	S
hnS154	0	0	0	0	0	0	0	0	0	1	S
hnS158	0	0	0	0	0	0	0	0	0	0	S
hnS159	0	0	0	0	0	0	0	0	0	0	S
hnS161	0	0	0	0	0	0	0	0	0	1	S
hnS164	0	0	0	0	0	0	0	0	0	0	S
hnS166	0	0	0	0	0	0	0	0	0	0	S
hnS167	0	0	0	0	0	0	0	0	0	0	S
hnS168	0	0	0	0	0	0	0	0	0	1	S
hnS173	0	0	0	0	0	0	0	0	0	0	S
hnS174	0	0	0	0	0	0	0	0	0	0	S
hnS175	0	0	0	0	0	0	0	0	0	0	S
hnS18	0	0	0	0	0	0	0	0	0	0	S
hnS181	0	0	0	0	0	1	0	1	0	1	S
hnS182	0	0	0	0	0	0	0	1	0	0	S
hnS183	0	0	0	0	0	0	0	0	0	0	S
hnS184	0	0	0	0	0	1	0	1	0	1	S
hnS185	0	0	0	0	0	1	0	1	0	1	S
hnS187	0	0	0	0	0	0	0	0	0	1	S
hnS188	0	0	0	0	0	0	0	0	0	0	S
hnS19	0	0	0	0	0	0	0	0	0	0	S
hnS190	0	0	0	0	0	0	0	0	0	0	S
hnS194	0	0	0	0	0	0	0	0	0	0	S
hnS196	0	0	0	0	0	0	0	0	0	0	S
hnS200	0	0	0	0	0	0	0	0	0	0	S
hnS201	0	0	0	0	0	0	0	0	0	0	S
hnS202	0	0	0	0	0	0	0	0	0	0	S
hnS203	0	0	0	0	0	0	0	0	0	0	S
hnS205	0	0	0	0	0	0	0	0	0	0	S
hnS207	0	0	0	0	0	0	0	0	0	0	S
hnS208	0	0	0	0	0	0	0	0	0	0	S
hnS209	0	0	0	0	0	0	0	0	0	0	S
hnS212	0	0	0	0	0	0	0	0	0	0	S
hnS214	0	0	0	0	0	0	0	0	0	0	S
hnS215	0	0	0	0	0	0	0	0	0	1	S
hnS216	0	0	0	0	0	0	0	0	0	0	S
hnS221	0	0	0	0	0	0	0	0	0	0	S
hnS223	0	0	0	0	0	0	0	0	0	0	S
hnS224	0	0	0	0	0	0	0	0	0	0	S
hnS225	0	0	0	1	1	1	0	0	0	1	S
hnS226	0	0	0	0	0	0	0	0	0	0	S
hnS228	0	0	0	0	0	0	0	0	0	0	S
hnS231	0	0	0	0	0	0	0	0	0	0	S
hnS25	0	0	0	0	0	0	0	0	0	0	S
hnS26	0	0	0	0	0	0	0	0	0	0	S
hnS27	0	0	0	0	0	0	0	0	0	0	S
hnS29	0	0	0	0	0	0	0	0	0	0	S
hnS30	0	0	0	0	0	0	0	0	0	1	S
hnS31	0	0	0	0	0	0	0	0	0	0	S
hnS32	0	0	1	0	0	0	0	0	0	1	S
hnS33	0	0	0	0	0	0	0	0	0	0	S
hnS35	0	0	0	0	0	0	0	0	0	0	S
hnS37	0	0	0	0	0	0	0	0	0	0	S
hnS4	0	0	0	0	0	0	0	0	0	0	S
hnS42	0	0	0	0	0	0	0	0	0	1	S
hnS43	0	0	0	0	0	0	0	0	0	0	S
hnS44	0	0	0	0	0	0	0	0	0	0	S
hnS46	0	0	0	0	0	0	0	0	0	0	S
hnS47	0	0	0	0	0	0	0	0	0	0	S
hnS5	0	0	0	0	0	0	0	0	0	0	S
hnS50	0	0	0	0	0	0	0	0	0	0	S
hnS52	0	0	0	0	0	0	0	0	0	1	S
hnS53	0	0	0	0	0	0	0	0	0	0	S
hnS55	0	0	0	0	0	0	0	0	0	0	S
hnS56	0	0	0	0	0	0	0	0	0	1	S
hnS58	0	0	0	0	0	0	0	0	0	0	S
hnS59	0	0	0	0	0	0	0	0	0	0	S
hnS6	0	0	0	0	0	0	0	0	0	0	S
hnS60	0	0	0	0	0	0	0	0	0	0	S
hnS61	0	0	0	0	0	0	0	0	0	0	S
hnS62	0	0	0	0	0	0	0	0	0	0	S
hnS63	0	0	0	0	0	0	0	0	0	0	S
hnS64	0	0	0	0	0	0	0	0	0	0	S
hnS65	0	0	0	0	0	0	0	0	0	0	S
hnS66	0	0	0	0	0	0	0	0	0	0	S
hnS68	0	0	0	0	0	1	0	0	0	1	S
hnS7	0	0	0	0	0	0	0	0	0	0	S
hnS70	0	0	0	0	0	0	0	0	0	0	S
hnS71	0	0	0	0	0	1	0	0	0	1	S
hnS73	0	0	0	0	0	0	0	0	0	0	S
hnS76	0	0	0	0	0	0	0	0	0	0	S
hnS77	0	0	1	0	0	0	0	0	0	1	S
hnS79	0	0	0	0	0	0	0	0	0	1	S
hnS80	0	0	0	0	0	0	0	0	0	0	S
hnS86	1	0	0	0	0	0	0	0	0	0	S
hnS87	0	0	0	0	0	0	0	0	0	0	S
hnS88	0	0	0	0	0	0	0	0	0	0	S
hnS89	0	0	0	0	0	0	0	0	0	1	S
hnS9	0	0	0	0	0	0	0	0	0	0	S
hnS91	0	0	1	0	0	0	0	0	0	1	S
hnS92	1	0	0	0	0	1	0	0	0	1	S
hnS93	0	0	1	0	0	0	0	0	0	1	S
hnS94	0	0	0	0	0	0	0	0	0	0	S
hnS95	0	0	0	0	0	0	0	0	0	0	S
hnS96	0	0	0	0	0	0	0	0	0	0	S
hnS97	0	0	0	0	0	0	0	0	0	1	S
hnS98	0	0	0	0	0	0	0	0	0	1	S
jl19S100	0	0	0	0	0	0	0	0	0	0	S
jl19S11	0	0	0	0	0	0	0	0	0	0	S
jl19S12	0	0	0	0	0	0	0	0	0	0	S
jl19S13	0	0	0	0	0	1	0	1	0	1	S
jl19S14	0	0	0	0	0	0	0	0	0	0	S
jl19S16	0	0	0	0	0	0	0	0	0	0	S
jl19S17	0	0	0	0	0	0	0	0	0	0	S
jl19S19	0	0	0	0	0	0	0	0	0	0	S
jl19S2	0	0	0	0	0	0	0	0	0	0	S
jl19S20	0	0	0	0	0	0	0	0	0	0	S
jl19S21	0	0	0	0	0	0	0	0	0	0	S
jl19S23	0	0	0	0	0	0	0	0	0	0	S
jl19S24	0	0	0	0	0	0	0	0	0	0	S
jl19S25	0	0	0	0	0	0	0	0	0	0	S
jl19S27	0	0	0	0	0	1	0	1	0	1	S
jl19S28	0	0	0	0	0	0	0	0	0	0	S
jl19S29	0	0	0	0	0	0	0	0	0	0	S
jl19S30	0	0	0	0	0	0	0	0	0	0	S
jl19S31	0	0	0	0	0	0	0	0	0	0	S
jl19S32	0	0	0	0	0	0	0	0	0	0	S
jl19S33	0	0	0	0	0	0	0	0	0	0	S
jl19S36	0	0	0	0	0	0	0	0	0	0	S
jl19S37	0	0	0	0	0	1	0	1	0	1	S
jl19S39	0	0	0	0	0	0	0	0	0	0	S
jl19S4	0	0	0	0	0	0	0	0	0	0	S
jl19S41	0	0	0	0	0	0	0	0	0	0	S
jl19S42	0	0	0	0	0	0	0	0	0	0	S
jl19S43	0	0	0	0	0	0	0	0	0	0	S
jl19S44	0	0	0	0	0	0	0	0	0	0	S
jl19S46	0	0	0	0	0	0	0	0	0	0	S
jl19S47	0	0	0	0	0	0	0	0	0	0	S
jl19S48	0	0	0	0	0	0	0	0	0	0	S
jl19S49	0	0	0	0	0	0	0	0	0	0	S
jl19S50	0	0	0	0	0	0	0	0	0	0	S
jl19S51	0	0	0	0	0	0	0	0	0	0	S
jl19S52	0	0	0	0	0	0	0	0	0	0	S
jl19S53	0	0	0	0	0	0	0	0	0	0	S
jl19S54	0	0	0	0	0	0	0	0	0	0	S
jl19S55	0	0	0	0	0	0	0	0	0	0	S
jl19S56	0	0	0	0	0	0	0	0	0	0	S
jl19S57	0	0	0	0	0	0	0	0	0	0	S
jl19S6	0	0	0	0	0	1	0	1	0	1	S
